model,IFEval,BBH,MATH,GPQA,MUSR,MMLU_PRO
Marsouuu/lareneg3Bv2-ECE-PRYMMAL-Martial,0.5753267995585047,0.562336015,0.36555891238670696,0.3196308724832215,0.4369375,0.45113031914893614
MaziyarPanahi/Calme-4x7B-MoE-v0.1,0.4315205875964663,0.5102819889174134,0.080060423,0.28187919463087246,0.4198854166666666,0.3056848404255319
MaziyarPanahi/Calme-4x7B-MoE-v0.2,0.4294472,0.5110766802558263,0.074018127,0.27936241610738255,0.43176041666666665,0.30576795212765956
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,0.47143800671108216,0.5366257615951637,0.18051359516616314,0.28439597315436244,0.4433020833333334,0.4617686170212766
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,0.7667433520835827,0.4924311866686311,0.057401813,0.3087248322147651,0.42143749999999996,0.38622007978723405
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,0.7527549125209998,0.49627836815949883,0.077794562,0.3053691275167785,0.42019791666666667,0.3853058510638298
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,0.763046494,0.4936132794870085,0.07326284,0.30788590604026844,0.4148020833333333,0.3845578457446808
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,0.29543278501043896,0.3920071454890602,0.082326284,0.2751677852348993,0.35021875,0.23803191489361702
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,0.33522498082864577,0.5123061019250074,0.2212990936555891,0.28523489932885904,0.44347916666666665,0.3857214095744681
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,0.27747266142723526,0.4637108491317945,0.17673716012084592,0.2936241610738255,0.4293125,0.3566323138297872
MaziyarPanahi/calme-2.1-llama3.1-70b,0.8434298771703524,0.644755327,0.41012084592145015,0.32802013422818793,0.43803125000000004,0.5282579787234043
MaziyarPanahi/calme-2.1-phi3-4b,0.552520645,0.5595320442699866,0.13141993957703926,0.3296979865771812,0.40153124999999995,0.3745844414893617
MaziyarPanahi/calme-2.1-phi3.5-4b,0.5659095644002359,0.5483695590203843,0.2039274924471299,0.34395973154362414,0.3994583333333333,0.3935339095744681
MaziyarPanahi/calme-2.1-qwen2-72b,0.8162774770941104,0.6965560971922596,0.4078549848942598,0.3808724832214765,0.47321875,0.5414727393617021
MaziyarPanahi/calme-2.1-qwen2-7b,0.3816119008674761,0.5045925887362795,0.2311178247734139,0.28942953020134227,0.44369791666666664,0.3692652925531915
MaziyarPanahi/calme-2.1-qwen2.5-72b,0.8662360315075112,0.7261624327092416,0.5913897280966768,0.36325503355704697,0.42984375,0.5619182180851063
MaziyarPanahi/calme-2.1-rys-78b,0.8135547015252862,0.7097861139530462,0.3942598187311178,0.39429530201342283,0.4693125,0.5443816489361702
MaziyarPanahi/calme-2.2-llama3-70b,0.8208486814984242,0.6435431762417703,0.2394259818731118,0.3414429530201342,0.4445729166666667,0.5206948138297872
MaziyarPanahi/calme-2.2-llama3.1-70b,0.8592667455684251,0.6792920009427085,0.43655589123867067,0.32466442953020136,0.45415625000000004,0.5414727393617021
MaziyarPanahi/calme-2.2-phi3-4b,0.5069083365470286,0.5529604896487258,0.14501510574018128,0.3213087248322148,0.3975625,0.3813996010638298
MaziyarPanahi/calme-2.2-qwen2-72b,0.8008151704145002,0.6939595229335245,0.45317220543806647,0.37416107382550334,0.4508020833333333,0.54346742
MaziyarPanahi/calme-2.2-qwen2-7b,0.35972996094806226,0.5214913750127922,0.21450151057401812,0.2911073825503356,0.43582291666666667,0.3898769946808511
MaziyarPanahi/calme-2.2-qwen2.5-72b,0.8476763875406145,0.7276399007138082,0.5891238670694864,0.35906040268456374,0.4206666666666667,0.561751995
MaziyarPanahi/calme-2.2-rys-78b,0.7986420475449585,0.7081014602379213,0.4070996978851964,0.40687919463087246,0.45356250000000004,0.53856383
MaziyarPanahi/calme-2.3-llama3-70b,0.8010401290797307,0.6399173489368603,0.2326283987915408,0.33808724832214765,0.42612500000000003,0.5204454787234043
MaziyarPanahi/calme-2.3-llama3.1-70b,0.8604657863358112,0.6871653740091753,0.39274924471299094,0.34395973154362414,0.45682291666666663,0.5363198138297872
MaziyarPanahi/calme-2.3-phi3-4b,0.49264507063480456,0.5537867816134527,0.1472809667673716,0.3179530201342282,0.3988333333333333,0.3828125
MaziyarPanahi/calme-2.3-qwen2-72b,0.3849840645044039,0.6576306700720502,0.31722054380664655,0.3716442953020134,0.4112395833333333,0.5418882978723404
MaziyarPanahi/calme-2.3-qwen2-7b,0.3824862476008103,0.5064049035932394,0.20694864048338368,0.29697986577181207,0.4422395833333333,0.3611203457446808
MaziyarPanahi/calme-2.3-rys-78b,0.8065854155862002,0.7107763314317289,0.39803625377643503,0.40436241610738255,0.45492708333333337,0.5475398936170213
MaziyarPanahi/calme-2.4-llama3-70b,0.5027371817887649,0.6418191966839487,0.24471299093655588,0.33976510067114096,0.4287916666666667,0.5203623670212766
MaziyarPanahi/calme-2.4-qwen2-7b,0.32995452067181746,0.5101416326251771,0.20317220543806647,0.2835570469798658,0.44528125,0.3976894946808511
MaziyarPanahi/calme-2.4-rys-78b,0.8010899967641414,0.7279510956242796,0.4070996978851964,0.40268456375838924,0.5770624999999999,0.7002160904255319
MaziyarPanahi/calme-2.5-qwen2-7b,0.31449221399220734,0.4886561146965678,0.2258308157099698,0.3104026845637584,0.45646875,0.3681848404255319
MaziyarPanahi/calme-2.6-qwen2-7b,0.3442676542684522,0.4930243946403894,0.1216012084592145,0.2843959731543625,0.4586145833333333,0.3731715425531915
MaziyarPanahi/calme-2.7-qwen2-7b,0.3592301759331906,0.4883170901309997,0.13821752265861026,0.2911073825503356,0.48242708333333334,0.3705119680851064
MaziyarPanahi/calme-3.1-baguette-3b,0.6234369251364158,0.46833341042911075,0.25604229607250756,0.2860738255033557,0.40079166666666666,0.33992686170212766
MaziyarPanahi/calme-3.1-instruct-3b,0.43359397509718656,0.4812730148043098,0.17749244712990936,0.2860738255033557,0.39520833333333333,0.355718085
MaziyarPanahi/calme-3.1-instruct-78b,0.8135547015252862,0.7305154498840408,0.39274924471299094,0.3959731543624161,0.5890624999999999,0.718500665
MaziyarPanahi/calme-3.1-llamaloi-3b,0.7375175645066203,0.4587340004998879,0.1729607250755287,0.28104026845637586,0.35152083333333334,0.3204787234042553
MaziyarPanahi/calme-3.2-baguette-3b,0.6338282423968404,0.47086227,0.2824773413897281,0.29446308724832215,0.40209374999999997,0.3337765957446808
MaziyarPanahi/calme-3.2-instruct-3b,0.5533196363426819,0.4865641110376735,0.21676737160120846,0.2835570469798658,0.40469791666666666,0.36527593085106386
MaziyarPanahi/calme-3.2-instruct-78b,0.8062607215521482,0.7318616272092674,0.4033232628398791,0.40268456375838924,0.6023645833333333,0.7303025265957447
MaziyarPanahi/calme-3.3-baguette-3b,0.6359514975819713,0.4678217295957521,0.3806646525679758,0.2802013422818792,0.39282291666666663,0.3341921542553192
MaziyarPanahi/calme-3.3-instruct-3b,0.6423212631373645,0.46933409427688694,0.37386706948640486,0.2827181208053691,0.40742708333333333,0.33053523936170215
Minami-su/Amara-o1-7B-Qwen,0.7389914316236474,0.5199420077880453,0.5181268882175226,0.2936241610738255,0.40066666666666667,0.4083277925531915
Minami-su/Amara-o2-7B-Qwen,0.7146615424850509,0.5173432604435285,0.4086102719033233,0.2634228187919463,0.37809374999999995,0.41647273936170215
Minami-su/test-7B-00,0.6690492338107332,0.44661237656101793,0.4516616314199396,0.3028523489932886,0.41260416666666666,0.3587932180851064
Minami-su/test-7B-01,0.6736204382150472,0.4422359420239754,0.4554380664652568,0.3070469798657718,0.41530208333333335,0.35355718085106386
Minami-su/test-v2-7B-00,0.6747197436136119,0.4415989344595353,0.4418429003021148,0.29194630872483224,0.41542708333333334,0.3472406914893617
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,0.5268919799465418,0.3252726665015006,0.060422961,0.2533557046979866,0.3249166666666667,0.17644614361702127
ModelSpace/GemmaX2-28-9B-v0.1,0.003921816,0.3687226427280163,0.027190332326283987,0.27684563758389263,0.35365625,0.2230718085106383
MoonRide/Llama-3.2-3B-Khelavaster,0.4924954675815725,0.45156712929620335,0.16163141993957703,0.27768456375838924,0.36990625000000005,0.31216755319148937
Mostafa8Mehrabi/llama-3.2-1b-Insomnia-ChatBot-merged,0.13206735905176042,0.3003508901818665,0.00755287,0.23657718120805368,0.33815625,0.11311502659574468
MrRobotoAI/MrRoboto-ProLong-8b-v4i,0.3834603297029659,0.45854865,0.055135952,0.28942953020134227,0.401375,0.3068484042553192
MrRobotoAI/MrRoboto-ProLongBASE-pt8-unaligned-8b,0.34754008253655855,0.4515254903058233,0.042296073,0.28104026845637586,0.42788541666666663,0.2565658244680851
MultivexAI/Gladiator-Mini-Exp-1211-3B,0.687608878,0.44843752663028075,0.13746223564954682,0.2726510067114094,0.326,0.3151595744680851
MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct,0.6078748830879843,0.4369766992416903,0.1351963746223565,0.2634228187919463,0.31145833333333334,0.3048537234042553
MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct-V2,0.6215386286165153,0.438883391,0.14123867069486404,0.2634228187919463,0.30082291666666666,0.3025265957446808
MultivexAI/Gladiator-Mini-Exp-1222-3B-Instruct,0.6163180361440976,0.4373182371021645,0.14123867069486404,0.2634228187919463,0.31276041666666665,0.30169547872340424
MultivexAI/Phi-3.5-Mini-Instruct-MultiVex-v0.25-GGUF,0.14398241111362298,0.29077474506950557,0.006042296,0.2550335570469799,0.3641979166666667,0.11087101063829788
Mxode/NanoLM-0.3B-Instruct-v1,0.1536744726215331,0.30282462164767127,0.014350453172205438,0.27181208053691275,0.41552083333333334,0.11053856382978723
Mxode/NanoLM-0.3B-Instruct-v1.1,0.17827918810977095,0.3014403673764691,0.013595166163141994,0.25,0.42733333333333334,0.11211768617021277
Mxode/NanoLM-0.3B-Instruct-v2,0.1667885654507817,0.29211039456850646,0.006797583,0.2609060402684564,0.3954583333333333,0.11344747340425532
Mxode/NanoLM-1B-Instruct-v1.1,0.23952889444451833,0.31835012059590373,0.036253776,0.2634228187919463,0.34327083333333336,0.12150930851063829
Mxode/NanoLM-1B-Instruct-v2,0.2629844368497808,0.3123145400715591,0.041540785,0.2634228187919463,0.35520833333333335,0.12375332446808511
NAPS-ai/naps-gemma-2-27b-v-0.1.0,0,0.2911778102988436,0,0.2600671140939597,0.35753125,0.11677194148936171
NAPS-ai/naps-gemma-2-27b-v0.1.0,0,0.2911778102988436,0,0.2600671140939597,0.35753125,0.11677194148936171
NAPS-ai/naps-llama-3_1-8b-instruct-v0.3,0.5390818583580456,0.4900525115527062,0.1903323262839879,0.29949664429530204,0.37870833333333337,0.33984375
NAPS-ai/naps-llama-3_1-8b-instruct-v0.4,0.7344202272193336,0.4861833360906734,0.19637462235649547,0.27936241610738255,0.4421145833333333,0.3474900265957447
NAPS-ai/naps-llama-3_1-instruct-v0.5.0,0.5020124381086628,0.4147584365689691,0.036253776,0.2684563758389262,0.37127083333333327,0.26138630319148937
NAPS-ai/naps-llama-3_1_instruct-v0.6.0,0.3280063564675062,0.45284530156109354,0.064199396,0.28187919463087246,0.37390624999999994,0.3240525265957447
NAPS-ai/naps-llama3.1-70B-v0.2-fp16,0.1844993506119319,0.3040736853180832,0,0.23909395973154363,0.34860416666666666,0.10987367021276596
NCSOFT/Llama-VARCO-8B-Instruct,0.4470327619604871,0.5022879316026018,0.10649546827794562,0.29697986577181207,0.3840729166666666,0.31898271276595747
NJS26/NJS_777,0.18809647291409015,0.21782097894078087,0,0.2063758389261745,0.35378125,0.11627327127659574
NLPark/AnFeng_v3.1-Avocet,0.5096311121158525,0.582852329,0.1593655589123867,0.32466442953020136,0.44757291666666665,0.44381648936170215
NLPark/B-and-W_Flycatcher-3AD1E,0.49084650948372543,0.6065117528534355,0.23791540785498488,0.33053691275167785,0.44227083333333334,0.4740691489361702
NLPark/Shi-Ci-Robin-Test_3AD80,0.7226547782107031,0.6704805157570325,0.3157099697885196,0.3598993288590604,0.46959375000000003,0.5120511968085106
NTQAI/NxMobileLM-1.5B-SFT,0.6392239258500778,0.39571778,0.084592145,0.25922818791946306,0.35552083333333334,0.28174867021276595
NTQAI/Nxcode-CQ-7B-orpo,0.40072119753365515,0.4143023249178217,0.021903323,0.25419463087248323,0.39396875,0.16115359042553193
NYTK/PULI-GPTrio,0.21797164855915638,0.30600290906237543,0.012084592145015106,0.26593959731543626,0.38187499999999996,0.11369680851063829
NYTK/PULI-LlumiX-32K,0.1699612583500667,0.31893582242949375,0.012839879,0.2533557046979866,0.39641666666666664,0.16805186170212766
Naveenpoliasetty/llama3-8B-V2,0.4122616878770551,0.5188657580065063,0.078549849,0.2902684563758389,0.40813541666666664,0.3737533244680851
NbAiLab/nb-llama-3.1-8B-Instruct,0.362502604,0.32466553135589526,0.022658610271903322,0.27348993288590606,0.32076041666666666,0.1196808510638298
NbAiLab/nb-llama-3.1-8B-sft,0.36157838978355206,0.3281509048328078,0.021903323,0.25419463087248323,0.3287291666666667,0.12217420212765957
Nekochu/Llama-3.1-8B-German-ORPO,0.4610710692074806,0.4982577044334462,0.11706948640483383,0.3162751677852349,0.46475,0.33934507978723405
Nekochu/Llama-3.1-8B-french-DPO,0.46564227361179444,0.5110888403999433,0.097432024,0.2911073825503356,0.4215625,0.3414228723404255
Nekochu/Luminia-13B-v3,0.25231829323971505,0.41121515510929624,0.018126888,0.2701342281879195,0.3983333333333334,0.22149268617021275
Nekochu/Luminia-8B-RP,0.5574165436597118,0.5218151030627874,0.13595166163141995,0.29697986577181207,0.3997604166666666,0.3631150265957447
NeverSleep/Lumimaid-v0.2-12B,0.10993497253952846,0.5395610525850818,0.056646526,0.3145973154362416,0.48211458333333335,0.3511469414893617
NeverSleep/Lumimaid-v0.2-8B,0.5038109992597419,0.5237767601226618,0.14350453172205438,0.311241611,0.4303020833333333,0.36361369680851063
Nexesenex/Dolphin3.0-Llama3.1-1B-abliterated,0.5311883580012146,0.3240787338568713,0.038519637,0.2407718120805369,0.32367708333333334,0.1373005319148936
Nexesenex/Llama_3.1_8b_DeepDive_3_Prev_v1.0,0.6809144181881852,0.5155095936229447,0.1865558912386707,0.2911073825503356,0.3665833333333333,0.34375
Nexesenex/Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,0.7100903380807368,0.51203649,0.19259818731117825,0.30033557046979864,0.37576041666666665,0.34408244680851063
Nexesenex/Llama_3.1_8b_DobHerWild_R1_v1.1R,0.759999025,0.525696415,0.23187311178247735,0.29949664429530204,0.38521875,0.36884973404255317
Nexesenex/Llama_3.1_8b_DoberWild_v2.01,0.7995662619627034,0.5250767747736031,0.2001510574018127,0.3028523489932886,0.4011875,0.3790724734042553
Nexesenex/Llama_3.1_8b_DoberWild_v2.02,0.7746368524404137,0.531273699,0.19939577039274925,0.29446308724832215,0.39458333333333334,0.3764128989361702
Nexesenex/Llama_3.1_8b_DoberWild_v2.03,0.7764354135914928,0.5294434267893284,0.20770392749244712,0.3045302013422819,0.39058333333333334,0.37217420212765956
Nexesenex/Llama_3.1_8b_DodoWild_v2.01,0.7977677008116243,0.5252760762748857,0.1986404833836858,0.3036912751677852,0.40896874999999994,0.3738364361702128
Nexesenex/Llama_3.1_8b_DodoWild_v2.02,0.8016895171478344,0.5261737638679802,0.22734138972809667,0.30453020134228187,0.39706249999999993,0.37608045212765956
Nexesenex/Llama_3.1_8b_DodoWild_v2.03,0.7941207108250552,0.530825004,0.22205438066465258,0.30788590604026844,0.3958541666666667,0.37857380319148937
Nexesenex/Llama_3.1_8b_DodoWild_v2.10,0.8053863748188141,0.5278362703806528,0.1971299093655589,0.2961409395973154,0.41566666666666663,0.3854720744680851
Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.01,0.7533544329046928,0.5312389177563648,0.20166163141993956,0.3053691275167785,0.37470833333333337,0.3732546542553192
Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.03,0.7564019025075688,0.5316448098766001,0.20921450151057402,0.3179530201342282,0.3800416666666666,0.37200797872340424
Nexesenex/Llama_3.1_8b_Dolermed_V1.01,0.50865703,0.5193615033347353,0.13444108761329304,0.29446308724832215,0.39448958333333334,0.3570478723404255
Nexesenex/Llama_3.1_8b_Dolerstormed_V1.04,0.7889001183526376,0.5195180641442355,0.19259818731117825,0.3221476510067114,0.4029583333333333,0.3888796542553192
Nexesenex/Llama_3.1_8b_Hermedash_R1_V1.04,0.7871514248859692,0.5191641616026265,0.1865558912386707,0.32298657718120805,0.4110520833333333,0.38821476063829785
Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.01,0.5001141415887622,0.5170855986734039,0.17749244712990936,0.2827181208053691,0.40084374999999994,0.34266954787234044
Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.03,0.6647528557560606,0.5140787918844759,0.18580060422960726,0.2978187919463087,0.3613125,0.3488198138297872
Nexesenex/Llama_3.1_8b_Hermedive_V1.01,0.5061592131101034,0.4918197968512548,0.1646525679758308,0.28942953020134227,0.36965624999999996,0.3550531914893617
Nexesenex/Llama_3.1_8b_Mediver_V1.01,0.18847103463255274,0.44148325896745977,0.001510574,0.27768456375838924,0.38978124999999997,0.2993683510638298
Nexesenex/Llama_3.1_8b_Medusa_v1.01,0.7685419132346618,0.5017727187674992,0.14652567975830816,0.29194630872483224,0.40667708333333336,0.3531416223404255
Nexesenex/Llama_3.1_8b_Smarteaz_0.2_R1,0.6345529860769425,0.5112504828088763,0.26057401812688824,0.30033557046979864,0.4188020833333333,0.3645279255319149
Nexesenex/Llama_3.1_8b_Smarteaz_V1.01,0.8151283040111349,0.5241273021389002,0.23413897280966767,0.30956375838926176,0.37892708333333336,0.3735871010638298
Nexesenex/Llama_3.1_8b_Stormeder_v1.04,0.7852531283660686,0.5207086605445487,0.18504531722054382,0.32046979865771813,0.3948958333333334,0.38522273936170215
Nexesenex/Llama_3.1_8b_Typhoon_v1.03,0.8078343240379969,0.5313965802672672,0.22734138972809667,0.3070469798657718,0.38146875,0.3842253989361702
Nexesenex/Llama_3.2_1b_AquaSyn_0.1,0.2741004977903075,0.3284363786988483,0.021903323,0.2483221476510067,0.34603125,0.1377992021276596
Nexesenex/Llama_3.2_1b_AquaSyn_0.11,0.24312601674667658,0.3111956727868642,0.023413897280966767,0.2651006711409396,0.3367604166666667,0.1116190159574468
Nexesenex/Llama_3.2_1b_Dolto_0.1,0.5433782364127182,0.3350056502150862,0.037009063,0.23741610738255034,0.342125,0.13638630319148937
Nexesenex/Llama_3.2_1b_Odyssea_V1,0.2552660274737696,0.3009715832098017,0.014350453172205438,0.25838926174496646,0.33936458333333336,0.11527593085106383
Nexesenex/Llama_3.2_1b_Odyssea_V1.01,0.24954564998648032,0.3044651612138552,0.017371601208459216,0.2558724832214765,0.34203125,0.11519281914893617
Nexesenex/Llama_3.2_1b_OpenTree_R1_0.1,0.5366339091388627,0.3279521771600605,0.047583082,0.2525167785234899,0.31307291666666665,0.16747007978723405
Nexesenex/Llama_3.2_1b_OrcaSun_V1,0.5948605256275571,0.355031362,0.059667674,0.23657718120805368,0.33803125,0.19040890957446807
Nexesenex/Llama_3.2_1b_RandomLego_RP_R1_0.1,0.5542693386880144,0.34277067367168224,0.056646526,0.25,0.3249166666666667,0.15633311170212766
Nexesenex/Llama_3.2_1b_SunOrca_V1,0.542953807,0.34306447662530104,0.067220544,0.27432885906040266,0.32625,0.18841422872340424
Nexesenex/Llama_3.2_1b_Sydonia_0.1,0.21967047434141412,0.31210928710549807,0.020392749,0.22818791946308725,0.33818750000000003,0.12242353723404255
Nexesenex/Llama_3.2_1b_Syneridol_0.2,0.21574865800520399,0.3138849872298115,0.021903323,0.2348993288590604,0.33428125000000003,0.12267287234042554
Nexesenex/Llama_3.2_1b_Synopsys_0.1,0.17638089158987041,0.31619439082949846,0.016616314,0.23909395973154363,0.34609375000000003,0.12308843085106383
Nexesenex/Llama_3.2_1b_Synopsys_0.11,0.28421698870109086,0.31019707628668325,0.012839879,0.2625838926174497,0.35133333333333333,0.11228390957446809
Nexesenex/Llama_3.2_3b_Kermes_v1,0.4851759996808468,0.4409910297279671,0.030966767371601207,0.27348993288590606,0.40702083333333333,0.2547373670212766
Nexesenex/Llama_3.2_3b_Kermes_v2,0.5753766672429155,0.44554539692939316,0.054380664652567974,0.2651006711409396,0.37781249999999994,0.2734375
Nexesenex/Llama_3.2_3b_Kermes_v2.1,0.5583906257618674,0.44638999626044323,0.052114804,0.27936241610738255,0.3963541666666666,0.26919880319148937
Nexesenex/Nemotron_W_4b_Halo_0.1,0.3627275628665275,0.4135101667655742,0.042296073,0.28020134228187926,0.41651041666666666,0.25049867021276595
Nexesenex/Nemotron_W_4b_MagLight_0.1,0.4230275668559422,0.42314083807225433,0.040030211,0.2835570469798658,0.41120833333333334,0.2544880319148936
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,0.4011954946209391,0.4636652015725344,0.1805135951661631,0.27768456375838924,0.43204166666666666,0.2859873670212766
Nexesenex/pankajmathur_orca_mini_v9_6_1B-instruct-Abliterated-LPL,0.5889905450870357,0.3562492190965966,0.074773414,0.26677852348993286,0.33955208333333337,0.1802692819148936
Nexusflow/NexusRaven-V2-13B,0.1790781792311068,0.39488604640507335,0.029456193,0.2600671140939597,0.3736875,0.18716755319148937
NikolaSigmoid/AceMath-1.5B-Instruct-1epoch,0.2848918646967823,0.426284784,0.30513595166163143,0.27768456375838924,0.39251041666666664,0.23761635638297873
NikolaSigmoid/AceMath-1.5B-Instruct-dolphin-r1-200,0.18080249294095221,0.28148007801214714,0,0.2558724832214765,0.37495833333333334,0.11427859042553191
NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,0.17485715678843247,0.2601595454586609,0,0.24580536912751677,0.33796875,0.1124501329787234
NikolaSigmoid/acemath-200,0.2848918646967823,0.426284784,0.30513595166163143,0.27768456375838924,0.39251041666666664,0.23761635638297873
NikolaSigmoid/phi-4-14b,0.056078982,0.669500081,0.2938066465256798,0.4035234899328859,0.5046875000000001,0.52784242
NikolaSigmoid/phi-4-1steps,0.052756686,0.6707359457278651,0.2983383685800604,0.40184563758389263,0.5020520833333334,0.52734375
NikolaSigmoid/phi-4-300steps,0.056078982,0.6701123802649077,0.2945619335347432,0.4052013422818792,0.5033541666666667,0.5287566489361702
Nitral-AI/Captain-Eris-BMO_Violent-GRPO-v0.420,0.6312805578088361,0.5078530730075063,0.13141993957703926,0.30956375838926176,0.4228020833333333,0.359624335
Nitral-AI/Captain-Eris_BMO-Violent-12B,0.615218731,0.5104372825851065,0.13670694864048338,0.30956375838926176,0.42553124999999997,0.35713098404255317
Nitral-AI/Captain-Eris_Violet-GRPO-v0.420,0.6261597007052399,0.515921407,0.10800604229607251,0.2986577181208054,0.42791666666666667,0.35347406914893614
Nitral-AI/Captain-Eris_Violet-V0.420-12B,0.43391866913123844,0.5478099417611365,0.10725075528700906,0.311241611,0.43306249999999996,0.3722573138297872
Nitral-AI/Captain_BMO-12B,0.4750595087700634,0.5285960650424973,0.13972809667673716,0.3196308724832215,0.37480208333333337,0.3568816489361702
Nitral-AI/Hathor_Stable-v0.2-L3-8B,0.7174840534226963,0.5285819178301682,0.10498489425981873,0.28691275167785235,0.3780625,0.36959773936170215
Nitral-AI/Hathor_Tahsin-L3-8B-v0.85,0.7110145524984818,0.5279036861109899,0.10045317220543806,0.28523489932885904,0.3646666666666667,0.37200797872340424
Nitral-AI/Nera_Noctis-12B,0.45617517076911485,0.5193675192746302,0.087613293,0.2634228187919463,0.39790624999999996,0.3468251329787234
Nohobby/MS-Schisandra-22B-v0.1,0.6331289866443259,0.5789949714896523,0.22280966767371602,0.33221476510067116,0.39284375,0.4095744680851064
Nohobby/MS-Schisandra-22B-v0.2,0.6382997114323329,0.5841215984231857,0.20317220543806647,0.33557046979865773,0.40747916666666667,0.4136469414893617
Norquinal/Alpha,0.2802951723648808,0.3373652507108038,0.057401813,0.2651006711409396,0.36308333333333337,0.30028257978723405
Norquinal/Bravo,0.3024519386339357,0.3558431980261287,0.057401813,0.28187919463087246,0.38686458333333335,0.312749335
Norquinal/Charlie,0.3060989286205047,0.3515288346438244,0.0581571,0.2709731543624161,0.3736875,0.30925864361702127
Norquinal/Delta,0.253842028,0.3434783285415976,0.061178248,0.2609060402684564,0.3776875,0.2958776595744681
Norquinal/Echo,0.31579099012841483,0.35304654390055795,0.057401813,0.27936241610738255,0.3804479166666667,0.30950797872340424
Norquinal/Foxtrot,0.3011531624977283,0.3558026577191667,0.0581571,0.28691275167785235,0.3804166666666667,0.30501994680851063
Norquinal/Golf,0.3533601953926692,0.35332648991705207,0.053625378,0.2902684563758389,0.338,0.30560172872340424
Norquinal/Hotel,0.3215113676157041,0.36785702492059275,0.052870090634441085,0.27936241610738255,0.3288229166666667,0.3156582446808511
NotASI/FineTome-Llama3.2-1B-0929,0.39907223943580805,0.3246274874705644,0.036253776,0.2726510067114094,0.3487604166666667,0.1428690159574468
NotASI/FineTome-Llama3.2-3B-1002,0.5474496558021605,0.4319470614025341,0.062688822,0.25083892617449666,0.3685104166666667,0.24368351063829788
NotASI/FineTome-v1.5-Llama3.2-1B-1007,0.39237777984636324,0.32405671121485663,0.031722054,0.25,0.34745833333333337,0.1427027925531915
NotASI/FineTome-v1.5-Llama3.2-3B-1007,0.5507719517546776,0.4312372935321582,0.064199396,0.26174496644295303,0.3645416666666667,0.2448470744680851
NousResearch/DeepHermes-3-Mistral-24B-Preview,0.45357761849669986,0.6488196385442672,0.25755287009063443,0.3699664429530201,0.4503333333333333,0.45902593085106386
NousResearch/Hermes-2-Pro-Llama-3-8B,0.5361839918084017,0.507112624,0.083836858,0.29278523489932884,0.4262395833333333,0.30518617021276595
NousResearch/Hermes-2-Pro-Mistral-7B,0.5668337788179807,0.4995435330498075,0.060422961,0.27348993288590606,0.43759375,0.29463098404255317
NousResearch/Hermes-2-Theta-Llama-3-8B,0.6517883659800441,0.5206672260911865,0.096676737,0.3036912751677852,0.3948958333333334,0.33685172872340424
NousResearch/Hermes-3-Llama-3.1-70B,0.7661438316998896,0.6755780641387483,0.20996978851963746,0.3615771812080537,0.4948958333333333,0.47265625
NousResearch/Hermes-3-Llama-3.1-8B,0.6170172918966121,0.5177452540141246,0.047583082,0.2978187919463087,0.4369375,0.3139128989361702
NousResearch/Hermes-3-Llama-3.2-3B,0.3824862476008103,0.43519901506714875,0.039274924,0.2751677852348993,0.40302083333333333,0.25440492021276595
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,0.5762510139762497,0.48526536654652347,0.047583082,0.29278523489932884,0.3999791666666667,0.3015292553191489
NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,0.5896898008395501,0.5538851384033822,0.12235649546827794,0.3213087248322148,0.4595416666666667,0.3666057180851064
NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT,0.5730783210769648,0.5057868454026635,0.021148036253776436,0.30201342281879195,0.421375,0.30659906914893614
NousResearch/Nous-Hermes-2-SOLAR-10.7B,0.5278660620486975,0.5414294841140173,0.057401813,0.2936241610738255,0.43728125,0.3458277925531915
NousResearch/Nous-Hermes-llama-2-7b,0.17290788441335658,0.3823937686034717,0.009063444,0.2634228187919463,0.42571875,0.19398271276595744
NousResearch/Yarn-Llama-2-13b-128k,0.16546430138698653,0.3826816443733663,0.017371601208459216,0.25838926174496646,0.34575,0.23204787234042554
NousResearch/Yarn-Llama-2-7b-128k,0.14847825990593846,0.32480295375597734,0.015105740181268883,0.2600671140939597,0.39669791666666665,0.1791057180851064
NousResearch/Yarn-Llama-2-7b-64k,0.1699856381068897,0.3326277865253592,0.015861027190332326,0.26426174496644295,0.393875,0.17985372340425532
